App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Genres_2,Last Updated,Current Ver,Android Ver
Talking Tom & Ben News,FAMILY,4,1131937,41000000,100000000,True,0.0,Everyone,Entertainment,nan,2018-04-30,2.4.0.7,4.1
Vegas Crime Simulator,FAMILY,4,721646,99000000,50000000,True,0.0,Teen,Simulation,nan,2018-02-08,2.7,4.1
PewDiePie's Tuber Simulator,FAMILY,4,1499466,96000000,10000000,True,0.0,Teen,Casual,nan,2018-07-24,1.25.0,4.1
Yahoo Mail – Stay Organized,COMMUNICATION,4,4188345,16000000,100000000,True,0.0,Everyone,Communication,nan,2018-07-18,5.29.3,4.4
Real Gangster Crime,GAME,4,285814,84000000,10000000,True,0.0,Teen,Action,nan,2018-06-26,3.5,4.0
Antivirus & Mobile Security,TOOLS,4,351267,5000000,10000000,True,0.0,Everyone,Tools,nan,2018-09-02,3.1.0,4.0
Flashlight Ultimate,TOOLS,4,16936,5000000,1000000,True,0.0,Everyone,Tools,nan,2018-01-25,2.94,4.0
Gangster Town,GAME,4,74842,99000000,5000000,True,0.0,Teen,Action,nan,2016-12-22,1.7,2.3
Rope Hero 3,GAME,4,45871,99000000,5000000,True,0.0,Teen,Action,nan,2017-08-05,1.6,2.3
Avast Mobile Security 2018 - Antivirus & App Lock,TOOLS,4,5180480,26000000,100000000,True,0.0,Everyone,Tools,nan,2018-01-08,6.11.4,4.1
Z Origins - (Z The Game),FAMILY,4,4421,37000000,50000,False,2.99,Teen,Strategy,nan,2014-05-11,1.77,2.2
"Zapya - File Transfer, Sharing",TOOLS,4,387958,9000000,10000000,True,0.0,Teen,Tools,nan,2018-07-16,5.6.2 (US),4.0.3
Experiment Z - Zombie,GAME,4,229329,88000000,10000000,True,0.0,Mature 17+,Action,nan,2017-04-12,2.14,4.1
War Z 2,FAMILY,4,97071,87000000,5000000,True,0.0,Teen,Strategy,nan,2018-03-04,0.1.219,2.3.3
Last Empire - War Z: Strategy,FAMILY,4,853495,78000000,50000000,True,0.0,Teen,Strategy,nan,2018-02-08,1.0.208,4.0.3
Z Day: Hearts of Heroes,FAMILY,3,5894,67000000,1000000,True,0.0,Everyone 10+,Strategy,nan,2018-11-07,1.0.2,4.0.3
CPU-Z,TOOLS,4,295430,1400000,10000000,True,0.0,Everyone,Tools,nan,2018-04-17,1.26,2.2
WithstandZ - Zombie Survival!,GAME,4,121612,59000000,1000000,True,0.0,Teen,Action,nan,2017-12-28,1.0.6.4,4.0
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,4,1075016,47000000,100000000,True,0.0,Mature 17+,Photography,nan,2018-03-08,4.21,4.1
Empire Z: Endless War,FAMILY,4,367951,76000000,5000000,True,0.0,Teen,Strategy,nan,2018-07-16,2.2.8,4.0.3
Zombie War Z : Hero Survival Rules,GAME,3,1987,62000000,100000,True,0.0,Mature 17+,Action,nan,2017-12-13,1.8,4.0.3
DRAGON BALL Z DOKKAN BATTLE,GAME,4,650114,80000000,10000000,True,0.0,Teen,Action,nan,2018-03-07,3.11.0,4.0.3
Moto Z Market,TOOLS,2,605,3800000,1000000,True,0.0,Everyone,Tools,nan,2017-12-18,02.02.0045,5.0
Cube Z (Pixel Zombies),GAME,4,41444,56000000,1000000,True,0.0,Teen,Action,nan,2016-07-31,1.0.11,4.0.3
Z War-Zombie Modern Combat,FAMILY,4,62301,72000000,5000000,True,0.0,Teen,Strategy,nan,2018-01-08,1.60,4.1
Z App,LIFESTYLE,2,405,25000000,50000,True,0.0,Everyone,Lifestyle,nan,2018-06-22,4.2.45,4.4
GALAK-Z: Variant Mobile,GAME,3,145,79000000,10000,True,0.0,Everyone,Action,nan,2018-07-30,1.7.6,4.4
Z City,FAMILY,4,3976,98000000,100000,True,0.0,Teen,Strategy,nan,2018-01-29,1.1.6,4.0
Space Z 🌏 🚀Icon Pack Theme,PERSONALIZATION,4,201,68000000,1000,False,1.49,Everyone,Personalization,nan,2018-04-08,1.2.7,4.0.3
Reload: The Z-Team,GAME,4,1655,91000000,100000,True,0.0,Everyone 10+,Action,nan,2018-02-28,1.6.2,4.4
Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4,11258,44000000,500000,True,0.0,Mature 17+,Action,nan,2016-08-12,1.25,4.2
Pixel Z Gunner 3D - Battle Survival Fps,GAME,4,11408,96000000,1000000,True,0.0,Teen,Action,nan,2018-06-07,4.1,4.0
Saiyan Z: Super SSJ Ultimate Combat,GAME,4,306,61000000,10000,True,0.0,Everyone,Adventure,nan,2018-04-18,2.0.2,4.0
Z-Empire: Dead Strike,FAMILY,4,99,19000000,10000,True,0.0,Teen,Strategy,nan,2018-08-06,1.8.7,4.0.3
Free Z Glass GO Keyboard Theme,PERSONALIZATION,4,71829,8800000,5000000,True,0.0,Everyone,Personalization,nan,2017-06-30,4.16,4.0
Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4,13604,96000000,1000000,False,0.99,Teen,Action,nan,2018-06-26,2.4.4,2.3
Z Camera,PHOTOGRAPHY,3,142,7700000,10000,True,0.0,Everyone,Photography,nan,2016-08-04,1.8,4.0
GO SMS Pro Z Glass Theme EX,PERSONALIZATION,3,24198,2200000,1000000,True,0.0,Everyone,Personalization,nan,2014-10-07,1.0,1.6
Route Z,GAME,3,24697,16000000,500000,True,0.0,Teen,Action,nan,2015-10-07,1.5,4.0
Dragon X Adventure: Warrior Z,GAME,4,8537,29000000,100000,True,0.0,Everyone 10+,Action,nan,2015-03-11,1.1.4,2.3
Ultimate Fighter Z,GAME,4,180,24000000,5000,True,0.0,Everyone,Action,nan,2018-07-16,2.0,4.4
Theme eXp - Black Z Light,PERSONALIZATION,4,29540,4300000,1000000,True,0.0,Everyone,Personalization,nan,2016-06-15,2.0,5.0
Toy Battle Z,FAMILY,4,133,48000000,10000,True,0.0,Everyone,Casual,nan,2018-07-23,1.0.4,4.0
Wave Z Live Wallpaper,PERSONALIZATION,4,63699,2300000,5000000,True,0.0,Teen,Personalization,nan,2015-09-21,1.1.6,2.3
Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4,272172,13000000,10000000,True,0.0,Everyone,Health & Fitness,nan,2018-06-21,1.0.2,4.2
30 Day Ab Challenge,HEALTH_AND_FITNESS,4,1886,7600000,500000,True,0.0,Everyone,Health & Fitness,nan,2016-06-21,3.2.1,4.0
Angry Birds Blast,FAMILY,4,253115,99000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-07-27,1.6.4,4.4
ab,FAMILY,3,10,22000000,1000,True,0.0,Everyone,Casual,nan,2016-10-27,1.0,4.0
Ultimate Ab & Core Workouts,HEALTH_AND_FITNESS,4,55571,12000000,1000000,True,0.0,Everyone,Health & Fitness,nan,2018-02-21,1.23,4.0
Angry Birds Evolution,FAMILY,4,384602,88000000,10000000,True,0.0,Everyone,Role Playing,nan,2018-07-30,1.21.1,5.0
Angry Birds Match,FAMILY,4,227401,91000000,5000000,True,0.0,Everyone,Puzzle,nan,2018-07-19,1.5.0,5.0
Angry Birds POP Bubble Shooter,FAMILY,4,596628,99000000,10000000,True,0.0,Everyone,Casual,nan,2018-02-08,3.39.0,4.1
Abs Workout - Burn Belly Fat with No Equipment,HEALTH_AND_FITNESS,4,69279,10000000,10000000,True,0.0,Everyone,Health & Fitness,nan,2018-07-23,1.1.8,4.2
Angry Birds 2,FAMILY,4,3881752,57000000,100000000,True,0.0,Everyone,Casual,nan,2018-07-26,2.21.1,4.1
AB Repeat Player,VIDEO_PLAYERS,4,1628,18000000,100000,True,0.0,Everyone,Video Players & Editors,nan,2018-06-03,4.1.1,4.4
"Abs, Core & Back Workout Challenge",HEALTH_AND_FITNESS,4,3908,33000000,100000,True,0.0,Everyone,Health & Fitness,nan,2018-09-07,1.5.8,4.1
AB Mobile App,HEALTH_AND_FITNESS,3,2105,8199999,100000,True,0.0,Everyone,Health & Fitness,nan,2017-08-21,2.1.0,4.0.3
Angry Birds Rio,GAME,4,2610328,46000000,100000000,True,0.0,Everyone,Arcade,nan,2018-03-07,2.6.9,4.1
Angry Birds Epic RPG,FAMILY,4,2634605,63000000,10000000,True,0.0,Everyone,Role Playing,nan,2018-07-18,3.0.27430.4799,4.4
A-B repeater,VIDEO_PLAYERS,4,32,239000,5000,True,0.0,Everyone,Video Players & Editors,nan,2018-05-18,1.8,3.0
Angry Birds Friends,GAME,4,829753,48000000,50000000,True,0.0,Everyone,Arcade,nan,2018-06-19,4.9.0,4.1
AB Blast Match 3,FAMILY,4,111,48000000,10000,True,0.0,Everyone,Puzzle,nan,2018-06-19,1.13,4.1
AB Click2Shop,SHOPPING,3,454,18000000,100000,True,0.0,Everyone,Shopping,nan,2018-06-26,1.1.0.0,4.1
Math games for kids : times tables - AB Math,FAMILY,3,2371,8300000,500000,True,0.0,Everyone,Educational,Education,2018-07-27,3.9.3,4.0.3
AB Crush Match 3,FAMILY,4,96,54000000,10000,True,0.0,Everyone,Casual,nan,2017-02-23,1.1,2.3
AB Match,FAMILY,4,9,30000000,1000,True,0.0,Everyone,Casual,nan,2018-05-19,1.0.4,4.1
Math games for kids : times tables training,FAMILY,4,630,8300000,10000,False,1.59,Everyone,Educational,Education,2018-07-27,3.9.3,4.0.3
7 minute abs workout - Daily Ab Workout,HEALTH_AND_FITNESS,4,527,23000000,100000,True,0.0,Everyone,Health & Fitness,nan,2018-03-30,2.01,4.1
5 Minute Ab Workouts,HEALTH_AND_FITNESS,4,2067,8400000,50000,True,0.0,Everyone,Health & Fitness,nan,2018-05-18,2.0.4,4.1
Angry Birds Go!,GAME,4,3846378,82000000,50000000,True,0.0,Everyone,Racing,nan,2018-05-30,2.8.2,4.1
AB Screen Recorder,TOOLS,4,533,5000000,10000,True,0.0,Everyone,Tools,nan,2017-02-10,2.8,5.0
Six Pack Abs Photo Editor,PHOTOGRAPHY,4,5967,17000000,1000000,True,0.0,Everyone,Photography,nan,2017-02-02,2.0,3.0
Angry Birds Star Wars,GAME,4,1218055,45000000,100000000,True,0.0,Everyone,Arcade,nan,2018-05-25,1.5.12,4.1
30 Day AB Challenge - Lumowell,HEALTH_AND_FITNESS,4,793,40000000,10000,True,0.0,Everyone,Health & Fitness,nan,2016-09-15,1.0.3,4.0.3
Ab Workouts,HEALTH_AND_FITNESS,4,27501,7000000,1000000,True,0.0,Everyone,Health & Fitness,nan,2018-05-01,5.1.9,4.0
Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,4,21,3800000,1000,True,0.0,Everyone,Health & Fitness,nan,2016-12-31,2.0.0,4.1
Abs workout - 21 Day Fitness Challenge,HEALTH_AND_FITNESS,4,18604,15000000,1000000,True,0.0,Everyone,Health & Fitness,nan,2018-02-05,1.0.0.9,4.1
Ladies' Ab Workout FREE,HEALTH_AND_FITNESS,4,12906,8500000,1000000,True,0.0,Everyone,Health & Fitness,nan,2012-08-10,1.01,2.1
30-Day Ab Challenge Tracker,HEALTH_AND_FITNESS,3,224,371000,10000,True,0.0,Everyone,Health & Fitness,nan,2014-09-07,1.2.6,4.1
Universal AC Remote Control,TOOLS,3,40934,5200000,1000000,True,0.0,Everyone,Tools,nan,2018-07-28,acremotecontrol18,4.0.3
Smart Air Conditioner,TOOLS,3,4786,13000000,500000,True,0.0,Everyone,Tools,nan,2018-05-24,1.2.84,2.2
Assassin's Creed Identity,GAME,3,42529,92000000,500000,False,1.99,Teen,Action,nan,2016-11-23,2.8.2,4.1
AC Remote Control,TOOLS,3,472,2000000,100000,True,0.0,Everyone,Tools,nan,2017-10-17,1.3,4.1
Air conditioner remote control,TOOLS,3,29854,5000000,1000000,True,0.0,Everyone,Tools,nan,2017-07-19,5.0,2.3
Smart-AC Universal Remote Free,FAMILY,1,3270,1800000,500000,True,0.0,Everyone,Entertainment,nan,2015-08-18,1.0,2.2
AC REMOTE UNIVERSAL-PRO,FAMILY,1,402,1700000,100000,True,0.0,Everyone,Entertainment,nan,2015-11-12,1.0,2.2
Kenmore Smart AC,LIFESTYLE,1,71,24000000,5000,True,0.0,Everyone,Lifestyle,nan,2017-08-05,1.0.11,4.4
AC WIFI,TOOLS,3,41,23000000,10000,True,0.0,Everyone,Tools,nan,2018-03-06,1.0.3,2.3
A/C Air Conditioner Remote,TOOLS,3,7816,5100000,1000000,True,0.0,Everyone,Tools,nan,2016-07-30,1.1.1,3.0
Smart Air Conditioner(CAC),TOOLS,3,409,7900000,50000,True,0.0,Everyone,Tools,nan,2018-05-25,1.0.18,2.2
Carrier Air Conditioner,TOOLS,2,362,7800000,100000,True,0.0,Everyone,Tools,nan,2018-01-15,v67_slk3.0_20180115_01,4.0
AC Troubleshooter,TOOLS,4,147,4200000,10000,True,0.0,Everyone,Tools,nan,2015-08-01,1.3,3.0
TOSHIBA Smart AC,TOOLS,2,60,18000000,10000,True,0.0,Everyone,Tools,nan,2018-04-08,2.1.20180804_01,4.0.3
Trane Interactive Smart AC,TOOLS,2,48,3300000,10000,True,0.0,Everyone,Tools,nan,2016-04-21,0.0.2,4.3
AC remote control mobile,TOOLS,3,3043,7700000,100000,True,0.0,Everyone,Tools,nan,2017-02-06,1.3 acremotecontrol,4.0.3
"AC Air condition Troubleshoot,Repair,Maintenance",BOOKS_AND_REFERENCE,4,27,3100000,5000,True,0.0,Everyone,Books & Reference,nan,2018-07-02,1.1,4.0
AC Remote for Haier - NOW FREE,TOOLS,3,336,27000000,50000,True,0.0,Everyone,Tools,nan,2018-07-30,6.1.7,4.2
Air Conditioner Maintenance,PRODUCTIVITY,4,11,220000,5000,True,0.0,Everyone,Productivity,nan,2015-11-27,airConditionerMaintenance_13112015,2.3.3
AC Remote for Daikin - NOW FREE,TOOLS,3,383,26000000,50000,True,0.0,Everyone,Tools,nan,2018-07-30,6.1.7,4.2
A/C Universal Remote Control,TOOLS,3,3263,3000000,1000000,True,0.0,Everyone,Tools,nan,2017-05-16,1.17,3.0
AC Remote for LG - NOW FREE,TOOLS,3,1041,28000000,100000,True,0.0,Everyone,Tools,nan,2018-07-30,6.1.7,4.2
Plug-in app (System AC),TOOLS,3,126,11000000,10000,True,0.0,Everyone,Tools,nan,2017-08-06,v1.1072.35.0,4.0
LG AC Smart Diagnosis,LIFESTYLE,3,377,6100000,100000,True,0.0,Everyone,Lifestyle,nan,2017-03-21,1.1.4,4.0
AC Remote for Midea - NOW FREE,TOOLS,4,448,26000000,100000,True,0.0,Everyone,Tools,nan,2018-07-30,6.1.7,4.2
Ac remote control,TOOLS,3,822,5000000,50000,True,0.0,Everyone,Tools,nan,2017-02-27,1.1,2.3
A/C REFRIGERANT CAPACITY,BUSINESS,1,84,2100000,10000,True,0.0,Everyone,Business,nan,2014-10-28,1.0,4.1
Remote Control For All AC - Universal Remote,PRODUCTIVITY,2,166,6100000,10000,True,0.0,Everyone,Productivity,nan,2018-07-28,1.1,4.0.3
All Type Ac Repair & Services,LIFESTYLE,4,45,2200000,10000,True,0.0,Everyone,Lifestyle,nan,2017-12-26,0.8,4.1
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4,23291,14000000,1000000,True,0.0,Everyone 10+,News & Magazines,nan,2018-05-24,3.1.12,4.1
AC Remote Control Simulator,FAMILY,3,353,2300000,100000,True,0.0,Everyone,Entertainment,nan,2017-04-12,1.0,4.0.3
"Mi Remote controller - for TV, STB, AC and more",TOOLS,4,114340,28000000,10000000,True,0.0,Everyone,Tools,nan,2018-01-08,5.7.1,4.2
AcDisplay,PERSONALIZATION,4,66473,3000000,1000000,True,0.0,Everyone,Personalization,nan,2015-07-30,3.8.4,4.1
AC Mobile Control,HOUSE_AND_HOME,3,1450,9700000,100000,True,0.0,Everyone,House & Home,nan,2013-05-11,2.4,2.2
AC Remote For LG,TOOLS,3,1298,3400000,100000,True,0.0,Everyone,Tools,nan,2018-02-20,1.0,4.0
Universal AC Remote Control Simulator,FAMILY,3,119,3900000,50000,True,0.0,Everyone,Entertainment,nan,2017-12-22,1.0,4.0
Hi-Smart AC,TOOLS,2,32,9400000,1000,True,0.0,Everyone,Tools,nan,2018-03-04,1.1.0,4.4
AC Remote for Sharp - NOW FREE,TOOLS,3,332,26000000,50000,True,0.0,Everyone,Tools,nan,2018-07-30,6.1.7,4.2
AC Remote for Samsung - NOW FREE,TOOLS,3,566,27000000,100000,True,0.0,Everyone,Tools,nan,2018-07-30,6.1.7,4.2
Pocket AC,PHOTOGRAPHY,4,130,4400000,1000,False,9.99,Everyone,Photography,nan,2018-06-27,3.1.1,4.1
AC Remote for Carrier - NOW FREE,TOOLS,3,163,26000000,10000,True,0.0,Everyone,Tools,nan,2018-07-30,6.1.7,4.2
"AC & TV, DVD, Set Top Box - Remote control IR",TOOLS,3,3632,3200000,1000000,True,0.0,Everyone,Tools,nan,2017-11-13,11;11.26,4.0.3
ac remote control,TOOLS,3,9514,7000000,500000,True,0.0,Everyone,Tools,nan,2018-11-07,acremotecontrol-v7,4.0.3
Ad Detect Plugin - Handy Tool,PRODUCTIVITY,3,5107,1400000,500000,True,0.0,Everyone,Productivity,nan,2015-12-28,1.6.3,2.3
AppBrain Ad Detector,TOOLS,3,9221,1700000,1000000,True,0.0,Everyone,Tools,nan,2018-12-04,2.2.1,4.1
AdClear Ad blocker for Samsung,TOOLS,4,1586,1500000,500000,True,0.0,Everyone,Tools,nan,2017-07-09,1.0.5,5.0
Adblock Browser for Android,COMMUNICATION,4,121113,39000000,10000000,True,0.0,Everyone,Communication,nan,2018-11-07,1.4.0,4.1
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4,2265084,6100000,50000000,True,0.0,Everyone,Communication,nan,2018-07-31,5.22.18.0006,4.0
cronometer (ad free),HEALTH_AND_FITNESS,3,1075,8300000,50000,False,2.99,Everyone,Health & Fitness,nan,2018-07-13,2.1.2,4.4
Ad Detector,TOOLS,3,208,730000,50000,True,0.0,Everyone,Tools,nan,2014-07-28,1.0,2.3
Adblock Plus for Samsung Internet - Browse safe.,COMMUNICATION,4,8769,2100000,1000000,True,0.0,Everyone,Communication,nan,2018-05-04,1.1.4,5.0
MyRadar NOAA Weather Radar Ad Free,WEATHER,4,3005,26000000,10000,False,2.99,Everyone,Weather,nan,2018-04-08,7.1.4,4.0.3
Safe Notes - Secure Ad-free notepad,PRODUCTIVITY,4,3362,756000,50000,True,0.0,Everyone,Productivity,nan,2017-11-21,1.7,4.0
Adblock Fast,PRODUCTIVITY,4,9914,3200000,1000000,True,0.0,Everyone,Productivity,nan,2017-05-17,1.4.0,5.0
FVD Ad-Free,TOOLS,4,1774,4099999,10000,False,1.99,Everyone,Tools,nan,2017-05-10,4.4.3,3.0
2000 AD Comics and Judge Dredd,COMICS,3,705,20000000,50000,True,0.0,Teen,Comics,nan,2018-07-19,1.3.0,4.0.3
Anti Adware,TOOLS,3,18751,3600000,1000000,True,0.0,Everyone,Tools,nan,2018-06-19,3.6,4.1
Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,3,107,44000000,10000,True,0.0,Everyone,Communication,nan,2018-01-29,1.0.5,4.1
Weather & Radar Pro - Ad-Free,WEATHER,4,25243,26000000,100000,False,2.99,Everyone,Weather,nan,2018-01-08,4.34.0,4.4
ONScripter Plus (Ad Free),GAME,4,100,17000000,1000,False,3.99,Everyone,Adventure,nan,2016-07-04,1.2.4,4.1
Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,4,319,1100000,10000,False,2.99,Everyone,Tools,nan,2018-03-07,2.0.1,4.4
Google AdSense,PRODUCTIVITY,4,52677,2900000,1000000,True,0.0,Everyone,Productivity,nan,2017-12-13,3.3,4.0
Ad-free Triangle Solver,FAMILY,4,118,24000000,10000,True,0.0,Everyone,Education,nan,2015-08-20,6.3.1,4.2
Ez Screen Recorder (no ad),VIDEO_PLAYERS,4,8696,14000000,100000,True,0.0,Everyone,Video Players & Editors,nan,2018-03-06,2.1.4,5.0
Best Applock - Locker & No Ads,PRODUCTIVITY,4,10672,6900000,100000,True,0.0,Everyone,Productivity,nan,2018-06-23,2.1.1,4.1
Local Services ads by Google,BUSINESS,4,7,12000000,1000,True,0.0,Everyone,Business,nan,2018-07-17,3.3.270,4.0
Ad Block REMOVER - NEED ROOT,TOOLS,3,999,91000,100000,True,0.0,Everyone,Tools,nan,2013-12-17,3.2,2.2
WhatsFake Pro (Ad free),SOCIAL,4,204,9400000,5000,False,0.99,Everyone,Social,nan,2017-09-25,1.4,4.1
Photo Compress 2.0 - Ad Free,TOOLS,4,6267,1700000,1000000,True,0.0,Everyone,Tools,nan,2016-07-05,2.1,3.2
Ad Removal: thereisonlywe,PRODUCTIVITY,3,16,293000,100,False,6.49,Everyone,Productivity,nan,2014-03-05,1.0,2.2
Solitaire: Decked Out Ad Free,GAME,4,37302,35000000,500000,True,0.0,Everyone,Card,nan,2017-08-05,1.3.3,4.1
"WeatherClear - Ad-free Weather, Minute forecast",WEATHER,4,3252,3800000,50000,True,0.0,Everyone,Weather,nan,2017-06-25,1.2.6,4.1
Ad Remove Plugin for App2SD,PRODUCTIVITY,4,66,17000,1000,False,1.29,Everyone,Productivity,nan,2013-09-25,1.0.0,2.2
"Digital Clock : Simple, Tiny, Ad-free Desk Clock.",LIFESTYLE,4,317,74000,50000,True,0.0,Everyone,Lifestyle,nan,2016-12-21,3.0,2.3
Google Ads,BUSINESS,4,29331,20000000,5000000,True,0.0,Everyone,Business,nan,2018-07-30,1.12.0,4.0.3
RAM Cleanup Ad-Free Option,TOOLS,4,457,1100000,10000,False,2.99,Everyone,Tools,nan,2016-07-26,3.0,4.1
Emo Ads Blocker Browser,TOOLS,3,1555,4099999,100000,True,0.0,Everyone,Tools,nan,2015-09-17,1.4,3.0
Bing Ads,BUSINESS,4,1828,13000000,100000,True,0.0,Everyone,Business,nan,2018-07-20,2.13.2,4.1
Apps Ads Detector,TOOLS,3,315,8300000,100000,True,0.0,Everyone,Tools,nan,2018-02-19,25,4.0.3
TIMBER AD FILTER - Very useful ad block app,PRODUCTIVITY,3,1343,9000000,100000,True,0.0,Everyone,Productivity,nan,2018-12-03,1.0.26,5.0
Alchemy Classic Ad Free,FAMILY,4,20178,9000000,100000,True,0.0,Everyone,Puzzle,nan,2014-05-26,1.7.3,1.6
Easy Hotspot Ad Free,TOOLS,5,2,3300000,10,False,0.99,Everyone,Tools,nan,2018-07-26,1.05,4.0
"AE + Aerie: Jeans, Dresses, Swimsuits & Bralettes",SHOPPING,4,20476,28000000,1000000,True,0.0,Everyone,Shopping,nan,2018-07-17,5.6.0,4.4
A&E - Watch Full Episodes of TV Shows,FAMILY,4,29708,19000000,1000000,True,0.0,Teen,Entertainment,nan,2018-07-16,3.1.4,4.4
Adobe Premiere Clip,VIDEO_PLAYERS,3,39495,59000000,5000000,True,0.0,Everyone,Video Players & Editors,nan,2018-06-26,1.1.4.1296,4.4
Shortcuts for After Effects,FAMILY,3,464,1900000,50000,True,0.0,Everyone,Education,nan,2014-09-08,1.0,2.3
AE Sudoku,FAMILY,4,2171,12000000,100000,True,0.0,Everyone,Puzzle,nan,2015-07-29,1.1.0,2.2
ESS Mobile for AE,PRODUCTIVITY,1,63,1800000,5000,True,0.0,Everyone,Productivity,nan,2016-09-27,2.0.1027,3.0
AE Jewels 2: Island Adventures,GAME,4,652,30000000,10000,True,0.0,Everyone,Action,nan,2016-02-24,1.0,2.3
AE Jewels,GAME,4,960,18000000,50000,True,0.0,Everyone,Action,nan,2015-08-20,1.0.5,3.0
AE Coin Mania : Arcade Fun,GAME,4,30002,29000000,1000000,True,0.0,Teen,Casino,nan,2018-08-02,2.3.5,4.0.3
AE Roundy POP,FAMILY,4,5262,26000000,100000,True,0.0,Everyone,Casual,nan,2016-03-23,1.1.2,2.3
Mupen64+AE FREE (N64 Emulator),GAME,4,41759,12000000,1000000,True,0.0,Everyone,Arcade,nan,2014-01-19,2.4.4,2.0
Mupen64Plus AE (N64 Emulator),GAME,4,4569,12000000,100000,False,0.99,Everyone,Arcade,nan,2014-01-19,2.4.4,2.0
AE Lucky Fishing,GAME,4,18277,17000000,1000000,True,0.0,Teen,Arcade,nan,2016-03-14,2.0.2,2.3
AE Video Poker,GAME,4,721,18000000,50000,True,0.0,Teen,Casino,nan,2015-12-31,1.3.2,2.3
AE Solitaire,GAME,4,1776,26000000,50000,True,0.0,Everyone,Card,nan,2018-04-01,2.3.4,4.0.3
AE Blackjack,GAME,4,1417,17000000,100000,True,0.0,Teen,Card,nan,2015-11-27,1.3.1,2.3
AE Gun Ball: arcade ball games,GAME,3,8581,12000000,1000000,True,0.0,Everyone,Arcade,nan,2013-12-13,1.0.2,2.2
AE Order,TOOLS,4,19,317000,1000,True,0.0,Everyone,Tools,nan,2013-12-11,2.0.131112,2.3
TV.AE,FAMILY,3,109,7500000,10000,True,0.0,Everyone,Entertainment,nan,2017-09-21,1.0.4,4.4
AE Garage,AUTO_AND_VEHICLES,4,64,66000000,1000,True,0.0,Everyone,Auto & Vehicles,nan,2017-06-27,1.0,4.1
AE Bulletins,BOOKS_AND_REFERENCE,4,14,30000000,1000,True,0.0,Everyone,Books & Reference,nan,2018-07-18,2.2.5,4.0.3
AE 3D Moto 3,GAME,3,2588,26000000,100000,True,0.0,Everyone 10+,Racing,nan,2014-12-31,1.7.1,2.3
AE FreeCell,GAME,4,358,15000000,10000,True,0.0,Everyone,Card,nan,2014-06-11,1.1.5,2.3
AE City Jump,GAME,4,804,27000000,10000,True,0.0,Everyone,Action,nan,2018-07-18,1.0.4,4.0
AE Angry Chef,GAME,4,533,39000000,10000,True,0.0,Everyone 10+,Action,nan,2014-01-24,1.0,2.1
Ae Allah na Dai (Rasa),BOOKS_AND_REFERENCE,4,263,9100000,10000,True,0.0,Everyone,Books & Reference,nan,2015-01-01,2.0,2.1
FilmoraGo - Free Video Editor,VIDEO_PLAYERS,4,238459,35000000,10000000,True,0.0,Everyone,Video Players & Editors,nan,2018-06-06,3.1.4,4.2
Event Manager - AllEvents.in,EVENTS,4,120,5100000,10000,True,0.0,Everyone,Events,nan,2018-07-25,2.5,4.0.3
Nasihat - Chalo ae Pyaara,FAMILY,4,557,6700000,10000,True,0.0,Everyone,Education,nan,2015-09-10,1.0,2.1
AE Master Moto,GAME,4,17876,37000000,1000000,True,0.0,Everyone,Racing,nan,2015-10-12,1.8.6,2.3
Brica BPRO5 AE,PHOTOGRAPHY,3,4726,3900000,500000,True,0.0,Everyone,Photography,nan,2015-06-17,v1.0,3.1
AE Air Hockey,SPORTS,3,926,7600000,50000,True,0.0,Everyone,Sports,nan,2013-01-08,1.0.0,2.2
AE Fishing Hunter,GAME,4,14,6600000,1000,True,0.0,Everyone,Adventure,nan,2016-03-15,0.0.3,3.0
ActionDirector Video Editor - Edit Videos Fast,VIDEO_PLAYERS,4,74531,32000000,5000000,True,0.0,Everyone,Video Players & Editors,nan,2018-06-15,2.12.0,4.3
AE Checkout Plugin,SHOPPING,3,208,78000,10000,True,0.0,Everyone,Shopping,nan,2015-11-02,1.3.1,2.3
NewTek NDI,PHOTOGRAPHY,3,77,1200000,1000,False,19.99,Everyone,Photography,nan,2016-10-26,1.1,4.1
AfterFocus,PHOTOGRAPHY,4,165224,15000000,10000000,True,0.0,Everyone,Photography,nan,2016-08-07,2.1.0,4.0.3
AF Link,NEWS_AND_MAGAZINES,4,210,18000000,10000,True,0.0,Everyone,News & Magazines,nan,2018-05-31,v4.29.0.9,4.4
AF Hydro,HEALTH_AND_FITNESS,2,136,15000000,10000,True,0.0,Everyone,Health & Fitness,nan,2018-12-05,1.0.5,4.4
Gunship III Vietnam People AF,FAMILY,4,726,19000000,5000,False,4.99,Everyone,Simulation,nan,2016-09-12,3.8.4,2.3.3
AF Comics Reader - Free,COMICS,2,5,4099999,100,True,0.0,Everyone,Comics,nan,2017-10-11,1.0,4.1
