,App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Genres_2,Last Updated,Current Ver,Android Ver
3233,What U See,SOCIAL,4,712,21000000,100000,TRUE,0,Teen,Social,nan,2018-05-03 00:00:00,2.3.9,4.1
3234,U Assist - Screen Mirroring & Sharing App,PRODUCTIVITY,4,198,3500000,50000,TRUE,0,Everyone,Productivity,nan,2017-01-26 00:00:00,2.0.16,2.3
3235,U+Box,PRODUCTIVITY,3,24517,22000000,10000000,TRUE,0,Everyone,Productivity,nan,2018-05-23 00:00:00,4.2.17,5.0
3236,Wi u Emulator,FAMILY,2,468,7200000,10000,TRUE,0,Everyone,Entertainment,nan,2018-03-03 00:00:00,0.0.1,4.1
3237,Waiting For U Launcher Theme,PERSONALIZATION,4,5599,4800000,500000,TRUE,0,Everyone,Personalization,nan,2016-07-23 00:00:00,2.0.40,2.3
3238,U of I Community Credit Union,FINANCE,3,52,13000000,5000,TRUE,0,Everyone,Finance,nan,2018-04-05 00:00:00,4.16.10,4.4
3239,U-Report,SOCIAL,4,241,7500000,10000,TRUE,0,Teen,Social,nan,2018-10-04 00:00:00,2.8.4,4.0.3
3240,"Meet U - Get Friends for Snapchat, Kik & Instagram",SOCIAL,4,4435,5400000,100000,TRUE,0,Mature 17+,Social,nan,2018-05-25 00:00:00,1.0.3386,4.0.3
3241,U-Craft Mobile,FAMILY,4,11404,30000000,100000,TRUE,0,Everyone,Strategy,nan,2017-11-09 00:00:00,1.0.14,4.0.3
3242,U-Disco,FAMILY,3,906,196000,100000,TRUE,0,Everyone,Entertainment,nan,2014-05-02 00:00:00,1.7.3,2.3
3243,Be U Salons Hair-Beauty Deals In Delhi & Bangalore,LIFESTYLE,4,889,16000000,100000,TRUE,0,Everyone,Lifestyle,nan,2018-02-08 00:00:00,1.1.4.38,4.2
3244,U-48 Submarine Commander Free,GAME,3,4575,3800000,500000,TRUE,0,Everyone,Arcade,nan,2017-07-10 00:00:00,1.24,4.0.3
3245,Berlin Subway – BVG U-Bahn & S-Bahn map and routes,MAPS_AND_NAVIGATION,4,509,17000000,100000,TRUE,0,Everyone,Maps & Navigation,nan,2018-06-06 00:00:00,1.0.7,5.0
3246,Remote For ATT U-verse TV - NOW FREE,TOOLS,2,20,26000000,5000,TRUE,0,Everyone,Tools,nan,2018-07-25 00:00:00,6.1.5,4.2
3247,Pocket U ASW,FAMILY,3,93,28000000,10000,TRUE,0,Everyone,Education,nan,2018-07-25 00:00:00,3.0.6,4.2
3248,Identity V,GAME,4,109263,38000000,1000000,TRUE,0,Teen,Action,nan,2018-10-07 00:00:00,1.0.144431,4.1
3249,VMate,VIDEO_PLAYERS,4,192677,17000000,50000000,TRUE,0,Teen,Video Players & Editors,nan,2018-03-08 00:00:00,1.78,4.0.3
3250,V Made,BOOKS_AND_REFERENCE,4,241,20000000,100000,TRUE,0,Everyone,Books & Reference,nan,2018-02-13 00:00:00,1.0,4.0.3
3251,Grand Theft Auto V: The Manual,FAMILY,4,182103,6900000,5000000,TRUE,0,Teen,Entertainment,nan,2018-07-31 00:00:00,5.0.12,3.0
3252,V for Voodoo,GAME,4,16876,59000000,1000000,TRUE,0,Teen,Trivia,nan,2018-06-28 00:00:00,3.0.1,6.0
3253,The Gang Sniper V. Pocket Edition.,GAME,3,6121,61000000,500000,TRUE,0,Mature 17+,Action,nan,2018-06-20 00:00:00,2.1,4.1
3254,All Video Downloader,VIDEO_PLAYERS,3,165723,1600000,10000000,TRUE,0,Everyone,Video Players & Editors,nan,2018-04-08 00:00:00,7.5.9,4.0
3255,VidPlay,VIDEO_PLAYERS,4,3546,3700000,1000000,TRUE,0,Everyone,Video Players & Editors,nan,2018-05-27 00:00:00,2.0.19,4.1
3256,HD Video Downloader : 2018 Best video mate,VIDEO_PLAYERS,3,430643,4900000,50000000,TRUE,0,Everyone,Video Players & Editors,nan,2018-05-31 00:00:00,2.5.0,4.1
3257,V-CUBE Seminar Mobile,BUSINESS,4,542,30000000,100000,TRUE,0,Everyone,Business,nan,2018-04-17 00:00:00,1.23.0,4.0
3258,VivaVideo - Video Editor & Photo Movie,VIDEO_PLAYERS,4,9879473,40000000,100000000,TRUE,0,Teen,Video Players & Editors,nan,2018-04-08 00:00:00,7.2.1,4.1
3259,Mod GTA V for MCPE,FAMILY,3,4288,10000000,500000,TRUE,0,Everyone,Entertainment,nan,2018-04-23 00:00:00,1.2.3.4.5,4.0.3
3260,Vi Trainer,HEALTH_AND_FITNESS,3,124,100000000,5000,TRUE,0,Everyone,Health & Fitness,nan,2018-02-08 00:00:00,2.0.0.11,5.0
3261,San Andreas: Gang Crime V,GAME,4,2399,42000000,100000,TRUE,0,Mature 17+,Action,nan,2018-01-28 00:00:00,1.0.1,2.3
3262,The Grand Bike V,FAMILY,3,3478,95000000,1000000,TRUE,0,Everyone,Simulation,nan,2018-02-24 00:00:00,4.0,4.1
3263,V.360° Camera,PHOTOGRAPHY,3,582,28000000,100000,TRUE,0,Everyone,Photography,nan,2015-11-09 00:00:00,1.1.6,4.4
3264,FINAL FANTASY V,FAMILY,4,15924,4200000,100000,FALSE,7.99,Teen,Role Playing,nan,2017-03-15 00:00:00,1.2.1,4.0
3265,BTS V LINE Launcher theme,PERSONALIZATION,4,3283,3600000,100000,TRUE,0,Everyone,Personalization,nan,2014-10-17 00:00:00,4.1,4.0.3
3266,VMate Lite - Funny Short Videos Social Network,SOCIAL,4,903,4600000,1000000,TRUE,0,Teen,Social,nan,2018-03-08 00:00:00,1.76,4.0.3
3267,Mirk V Launcher Theme,PERSONALIZATION,4,292,7900000,10000,TRUE,0,Everyone,Personalization,nan,2017-03-15 00:00:00,v1.0.50,2.3
3268,The grand theft V Wallpaper,PERSONALIZATION,3,87,4300000,10000,TRUE,0,Everyone 10+,Personalization,nan,2018-05-06 00:00:00,1.1,4.0.3
3269,V Bucks ProTips New,SOCIAL,4,594,3600000,1000,TRUE,0,Everyone,Social,nan,2018-07-19 00:00:00,1.0,2.1
3270,Cheats for GTA V,FAMILY,4,450,5900000,100000,TRUE,0,Everyone,Entertainment,nan,2018-07-29 00:00:00,6,4.0
3271,V for Vampire - Free,FAMILY,4,2772,35000000,500000,TRUE,0,Teen,Puzzle,nan,2014-09-20 00:00:00,1.0.1,2.1
3272,Get Free V-bucks_fortnite Hints,FAMILY,4,1997,1800000,5000,TRUE,0,Everyone,Entertainment,nan,2018-07-21 00:00:00,1.0,4.4
3273,V BTS Wallpaper,PERSONALIZATION,4,127,9500000,5000,TRUE,0,Everyone,Personalization,nan,2018-04-05 00:00:00,8.0,3.0
3274,v-view,FAMILY,3,309,19000000,10000,TRUE,0,Everyone,Entertainment,nan,2017-06-22 00:00:00,1.1.0.0402,4.2
3275,Mental Hospital V,GAME,4,2460,25000000,50000,FALSE,0.99,Mature 17+,Action,nan,2016-11-19 00:00:00,1.04,4.2
3276,Grand Stickman Cover V,GAME,4,1744,37000000,100000,TRUE,0,Mature 17+,Action,nan,2018-05-19 00:00:00,1.0.1,4.1
3277,Cheat Codes for GTA V,FAMILY,4,589,3600000,100000,TRUE,0,Mature 17+,Entertainment,nan,2017-03-09 00:00:00,1.8.0,4.0
3278,DRAGON QUEST V,FAMILY,4,1667,17000000,10000,FALSE,14.99,Teen,Role Playing,nan,2018-01-08 00:00:00,1.0.3,2.3
3279,Easy V-Bux free,FAMILY,4,856,2900000,5000,TRUE,0,Everyone,Entertainment,nan,2018-07-17 00:00:00,1.0,2.1
3280,BTS V Kim Taehyung Wallpapers Kpop HD New,PERSONALIZATION,4,51,3400000,5000,TRUE,0,Everyone,Personalization,nan,2018-10-06 00:00:00,1.1.1,4.0
3281,W Pro - Weather Forecast & Animated Weather Maps,WEATHER,3,11,2900000,500,FALSE,1.99,Everyone,Weather,nan,2018-04-23 00:00:00,1.0,4.1
3282,W - Weather Forecast & Animated Radar Maps,WEATHER,4,29,3500000,5000,TRUE,0,Everyone,Weather,nan,2018-04-23 00:00:00,1.1,4.1
3283,"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4,1507205,37000000,100000000,TRUE,0,Everyone,Productivity,nan,2018-07-30 00:00:00,11.1.3,4.0
3284,W-History Standalone,SOCIAL,3,38,1500000,1000,FALSE,0.99,Everyone,Social,nan,2018-09-03 00:00:00,1.935,7.0
3285,Fantasy Squad W,FAMILY,4,2142,47000000,50000,TRUE,0,Everyone 10+,Role Playing,nan,2018-04-16 00:00:00,1.5.4,4.1
3286,Weather & Clock Widget for Android,WEATHER,4,2371543,11000000,50000000,TRUE,0,Everyone,Weather,nan,2018-04-06 00:00:00,5.9.4.0,4.0.3
3287,W Box VMS,VIDEO_PLAYERS,1,105,9100000,10000,TRUE,0,Everyone,Video Players & Editors,nan,2017-09-01 00:00:00,4.0.4,2.3.3
3288,WhatsApp Business,COMMUNICATION,4,137144,32000000,10000000,TRUE,0,Everyone,Communication,nan,2018-07-30 00:00:00,2.18.116,4.0.3
3289,W Box VMS HD,VIDEO_PLAYERS,2,24,16000000,5000,TRUE,0,Everyone,Video Players & Editors,nan,2017-04-01 00:00:00,4.0.3,3.0
3290,Ace Screen Recorder w facecam,TOOLS,4,2447,2500000,100000,TRUE,0,Everyone,Tools,nan,2017-12-26 00:00:00,1.19,5.0
3291,WIFI WPS WPA TESTER,TOOLS,4,352097,6700000,10000000,TRUE,0,Everyone,Tools,nan,2018-12-06 00:00:00,3.8.5,4.0
3292,Flashlight Free w/ compass,TOOLS,4,75,1900000,10000,TRUE,0,Everyone,Tools,nan,2017-03-15 00:00:00,2.5,2.2
3293,IRS W-9 form,BUSINESS,4,492,27000000,10000,TRUE,0,Everyone,Business,nan,2018-07-26 00:00:00,1.7.11,5.0
3294,Open in WhatsApp (click to chat),TOOLS,4,12121,79000,1000000,TRUE,0,Everyone,Tools,nan,2018-01-08 00:00:00,1.12,2.3.3
3295,B & W Filter for Photo Editor Pro,PERSONALIZATION,4,65,7600000,5000,TRUE,0,Everyone,Personalization,nan,2018-02-05 00:00:00,1.0.1,4.1
3296,WowBox,LIFESTYLE,4,101957,8199999,5000000,TRUE,0,Everyone,Lifestyle,nan,2018-04-23 00:00:00,2.11.0,4.0.3
3297,Zaatar w Zeit,FOOD_AND_DRINK,4,205,33000000,50000,TRUE,0,Everyone,Food & Drink,nan,2018-01-07 00:00:00,2.2.2,4.4
3298,WPSApp,TOOLS,4,95080,3100000,10000000,TRUE,0,Everyone,Tools,nan,2018-03-08 00:00:00,1.6.22,4.1
3299,WhatsCall Free Global Phone Call App & Cheap Calls,COMMUNICATION,4,1130966,27000000,10000000,TRUE,0,Everyone,Communication,nan,2018-06-06 00:00:00,1.9.1.013,4.0
3300,Profile w/o crop for Telegram,PHOTOGRAPHY,4,348,1500000,10000,TRUE,0,Everyone,Photography,nan,2014-11-04 00:00:00,3.1.50,2.3.3
3301,weather HD,PERSONALIZATION,4,1546,4500000,10000,FALSE,1.99,Everyone,Personalization,nan,2014-02-26 00:00:00,3.1,2.1
3302,Draw Something Classic,GAME,4,1092106,43000000,50000000,TRUE,0,Everyone,Word,nan,2018-07-28 00:00:00,2.400.022,4.4
3303,X-VPN - Free Unlimited VPN Proxy,TOOLS,4,40617,21000000,5000000,TRUE,0,Everyone,Tools,nan,2018-07-31 00:00:00,65.0,4.1
3304,X Launcher: With OS11 Style Theme & Control Center,ART_AND_DESIGN,4,5754,4400000,100000,TRUE,0,Everyone,Art & Design,nan,2018-07-30 00:00:00,2.1.2,4.1
3305,"Phone X Launcher, OS 11 iLauncher & Control Center",TOOLS,4,54063,16000000,5000000,TRUE,0,Everyone,Tools,nan,2018-01-06 00:00:00,2.7.2,4.1
3306,Lock Screen Phone X Style OS 11,TOOLS,4,1166,13000000,100000,TRUE,0,Everyone,Tools,nan,2018-03-26 00:00:00,8.8,4.3
3307,Nose Doctor X: Booger Mania,FAMILY,3,37584,34000000,5000000,TRUE,0,Everyone,Casual,Pretend Play,2016-08-31 00:00:00,1.0.8,4.1
3308,Control Center iOS 11 - Phone X Control Panel,TOOLS,4,1925,8300000,100000,TRUE,0,Everyone,Tools,nan,2017-11-15 00:00:00,3.1,4.4
3309,X Browser,COMMUNICATION,4,142,2500000,50000,TRUE,0,Everyone,Communication,nan,2017-12-31 00:00:00,1.1.1,4.0
3310,"X Launcher Pro: PhoneX Theme, OS11 Control Center",ART_AND_DESIGN,4,801,3500000,5000,FALSE,1.99,Everyone,Art & Design,nan,2018-07-30 00:00:00,2.1.2,4.1
3311,X-plore File Manager,TOOLS,4,168487,6400000,10000000,TRUE,0,Everyone,Tools,nan,2018-06-26 00:00:00,4.01.00,4.3
3312,Flashlight X,TOOLS,4,20418,4300000,1000000,TRUE,0,Everyone,Tools,nan,2018-08-04 00:00:00,4.54,4.0
3313,iSwipe Phone X,TOOLS,4,58366,6300000,1000000,TRUE,0,Everyone,Tools,nan,2017-07-12 00:00:00,1.0,4.1
3314,X Launcher Pro - IOS Style Theme & Control Center,ART_AND_DESIGN,4,1216,8600000,10000,FALSE,1.99,Everyone,Art & Design,nan,2018-06-26 00:00:00,1.0.0,4.1
3315,X Home Bar - Free,TOOLS,4,4210,1900000,100000,TRUE,0,Everyone,Tools,nan,2018-06-18 00:00:00,1.5.0,4.1
3316,[ROOT] X Privacy Installer,TOOLS,4,12147,118000,1000000,TRUE,0,Everyone,Tools,nan,2015-01-25 00:00:00,1.18,4.0.3
3317,Extreme X Ray Robot Stunts,GAME,4,10806,49000000,5000000,TRUE,0,Everyone,Racing,nan,2017-09-05 00:00:00,1.5.1,4.0
3318,Xray Scanner Prank,FAMILY,3,355837,3700000,10000000,TRUE,0,Everyone,Entertainment,nan,2016-07-12 00:00:00,14.0,2.3
3319,X Launcher Prime: With OS Style Theme & No Ads,ART_AND_DESIGN,4,149,3500000,1000,FALSE,1.99,Everyone,Art & Design,nan,2018-07-30 00:00:00,1.2.2,4.1
3320,The X-Files: Deep State - Hidden Object Adventure,FAMILY,4,22018,53000000,500000,TRUE,0,Teen,Casual,nan,2018-07-18 00:00:00,2.6.1,5.0
3321,Theme for Iphone X Plus,PERSONALIZATION,4,126,8000000,10000,TRUE,0,Everyone,Personalization,nan,2017-10-19 00:00:00,1.0,2.3.3
3322,X-WOLF,GAME,4,4878,27000000,100000,TRUE,0,Everyone 10+,Adventure,nan,2018-02-02 00:00:00,1.2.0,4.1
3323,Light X - Icon Pack,PERSONALIZATION,4,252,24000000,10000,FALSE,0.99,Everyone,Personalization,nan,2018-06-13 00:00:00,1.6.1,4.1
3324,Anime X Wallpaper,PERSONALIZATION,4,32613,3200000,1000000,TRUE,0,Everyone,Personalization,nan,2018-05-31 00:00:00,3.11,4.1
3325,NEW Theme for Phone X,PERSONALIZATION,4,8642,3700000,500000,TRUE,0,Everyone,Personalization,nan,2018-05-22 00:00:00,1.1.6,4.0
3326,X-Plane to GPS,TOOLS,4,161,1200000,5000,FALSE,0.99,Everyone,Tools,nan,2018-04-03 00:00:00,1.62,4.4
3327,Control Center iOS 11 - Phone X notifications,TOOLS,4,514,8400000,50000,TRUE,0,Everyone,Tools,nan,2018-12-02 00:00:00,1.8,4.4
3328,iLocker X - iOS11 Lockscreen with HD Wallpapers,PERSONALIZATION,4,1714,31000000,100000,TRUE,0,Everyone,Personalization,nan,2018-06-19 00:00:00,1.4.7,4.1
3329,Hero Fighter X,GAME,4,24210,45000000,500000,TRUE,0,Teen,Action,nan,2015-11-13 00:00:00,1.091,2.2
3330,Slendrina X,GAME,4,12736,56000000,1000000,TRUE,0,Teen,Arcade,nan,2017-12-18 00:00:00,1.02,4.0
3331,X Back - Icon Pack,PERSONALIZATION,4,56,26000000,10000,FALSE,0.99,Everyone,Personalization,nan,2018-06-29 00:00:00,1.6.2,4.1
3332,Guide (for X-MEN),BOOKS_AND_REFERENCE,4,586,17000000,100000,TRUE,0,Everyone,Books & Reference,nan,2017-08-05 00:00:00,1.1.1,3.0
3333,"Decibel X PRO - Sound Meter dBA, Noise Detector",TOOLS,4,60,6900000,1000,FALSE,3.99,Everyone,Tools,nan,2018-11-07 00:00:00,4.4.1,4.1
3334,Robocar X Ray,GAME,4,3432,99000000,1000000,TRUE,0,Mature 17+,Action,nan,2017-01-23 00:00:00,1.0,2.3
3335,Space X: Sky Wars of Air Force,GAME,4,10748,47000000,1000000,TRUE,0,Everyone,Arcade,nan,2018-04-08 00:00:00,4.0,4.1
3336,OS-X EMUI 4/5/8 THEME,PERSONALIZATION,3,916,36000000,100000,TRUE,0,Everyone,Personalization,nan,2018-05-02 00:00:00,5,4.4
3337,Flexiroam X,TRAVEL_AND_LOCAL,4,875,21000000,100000,TRUE,0,Everyone,Travel & Local,nan,2018-03-08 00:00:00,3.5.3,4.1
3338,X-ray scanner simulator,FAMILY,2,1616,3000000,500000,TRUE,0,Everyone,Casual,nan,2017-08-01 00:00:00,7.0,2.1
3339,X Construction,FAMILY,4,18612,8500000,100000,FALSE,1.49,Everyone,Puzzle,nan,2015-07-28 00:00:00,1.57,2.3
3340,X Home Bar - Home Bar Gesture Pro,TOOLS,4,88,2000000,10000,FALSE,1.99,Everyone,Tools,nan,2018-02-07 00:00:00,1.5,4.3
3341,PLAYBULB X,LIFESTYLE,2,2160,15000000,100000,TRUE,0,Everyone,Lifestyle,nan,2018-06-25 00:00:00,1.6.5,4.3
3342,X-Wing Squadron Builder,FAMILY,4,5898,50000000,100000,TRUE,0,Everyone,Entertainment,nan,2017-01-08 00:00:00,3.3.8.03082017,1.6
3343,YouTube TV - Watch & Record Live TV,FAMILY,4,38517,17000000,1000000,TRUE,0,Teen,Entertainment,nan,2018-02-08 00:00:00,2.29.2,5.0
3344,JW Caleb y Sofia,FAMILY,4,5227,1900000,500000,TRUE,0,Everyone,Education,nan,2015-11-20 00:00:00,1.0,4.0.3
3345,Boomerang Make and Race,FAMILY,4,281448,70000000,10000000,TRUE,0,Everyone,Racing,Action & Adventure,2018-01-06 00:00:00,1.5.0,4.0
3346,Talking Tom & Ben News,FAMILY,4,1131937,41000000,100000000,TRUE,0,Everyone,Entertainment,nan,2018-04-30 00:00:00,2.4.0.7,4.1
3347,Vegas Crime Simulator,FAMILY,4,721646,99000000,50000000,TRUE,0,Teen,Simulation,nan,2018-02-08 00:00:00,2.7,4.1
3348,PewDiePie's Tuber Simulator,FAMILY,4,1499466,96000000,10000000,TRUE,0,Teen,Casual,nan,2018-07-24 00:00:00,1.25.0,4.1
3349,Yahoo Mail – Stay Organized,COMMUNICATION,4,4188345,16000000,100000000,TRUE,0,Everyone,Communication,nan,2018-07-18 00:00:00,5.29.3,4.4
3350,Real Gangster Crime,GAME,4,285814,84000000,10000000,TRUE,0,Teen,Action,nan,2018-06-26 00:00:00,3.5,4.0
3351,Antivirus & Mobile Security,TOOLS,4,351267,5000000,10000000,TRUE,0,Everyone,Tools,nan,2018-09-02 00:00:00,3.1.0,4.0
3352,Flashlight Ultimate,TOOLS,4,16936,5000000,1000000,TRUE,0,Everyone,Tools,nan,2018-01-25 00:00:00,2.94,4.0
3353,Gangster Town,GAME,4,74842,99000000,5000000,TRUE,0,Teen,Action,nan,2016-12-22 00:00:00,1.7,2.3
3354,Rope Hero 3,GAME,4,45871,99000000,5000000,TRUE,0,Teen,Action,nan,2017-08-05 00:00:00,1.6,2.3
3355,Avast Mobile Security 2018 - Antivirus & App Lock,TOOLS,4,5180480,26000000,100000000,TRUE,0,Everyone,Tools,nan,2018-01-08 00:00:00,6.11.4,4.1
3356,Z Origins - (Z The Game),FAMILY,4,4421,37000000,50000,FALSE,2.99,Teen,Strategy,nan,2014-05-11 00:00:00,1.77,2.2
3357,"Zapya - File Transfer, Sharing",TOOLS,4,387958,9000000,10000000,TRUE,0,Teen,Tools,nan,2018-07-16 00:00:00,5.6.2 (US),4.0.3
3358,Experiment Z - Zombie,GAME,4,229329,88000000,10000000,TRUE,0,Mature 17+,Action,nan,2017-04-12 00:00:00,2.14,4.1
3359,War Z 2,FAMILY,4,97071,87000000,5000000,TRUE,0,Teen,Strategy,nan,2018-03-04 00:00:00,0.1.219,2.3.3
3360,Last Empire - War Z: Strategy,FAMILY,4,853495,78000000,50000000,TRUE,0,Teen,Strategy,nan,2018-02-08 00:00:00,1.0.208,4.0.3
3361,Z Day: Hearts of Heroes,FAMILY,3,5894,67000000,1000000,TRUE,0,Everyone 10+,Strategy,nan,2018-11-07 00:00:00,1.0.2,4.0.3
3362,CPU-Z,TOOLS,4,295430,1400000,10000000,TRUE,0,Everyone,Tools,nan,2018-04-17 00:00:00,1.26,2.2
3363,WithstandZ - Zombie Survival!,GAME,4,121612,59000000,1000000,TRUE,0,Teen,Action,nan,2017-12-28 00:00:00,1.0.6.4,4.0
3364,"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,4,1075016,47000000,100000000,TRUE,0,Mature 17+,Photography,nan,2018-03-08 00:00:00,4.21,4.1
3365,Empire Z: Endless War,FAMILY,4,367951,76000000,5000000,TRUE,0,Teen,Strategy,nan,2018-07-16 00:00:00,2.2.8,4.0.3
3366,Zombie War Z : Hero Survival Rules,GAME,3,1987,62000000,100000,TRUE,0,Mature 17+,Action,nan,2017-12-13 00:00:00,1.8,4.0.3
3367,DRAGON BALL Z DOKKAN BATTLE,GAME,4,650114,80000000,10000000,TRUE,0,Teen,Action,nan,2018-03-07 00:00:00,3.11.0,4.0.3
3368,Moto Z Market,TOOLS,2,605,3800000,1000000,TRUE,0,Everyone,Tools,nan,2017-12-18 00:00:00,02.02.0045,5.0
3369,Cube Z (Pixel Zombies),GAME,4,41444,56000000,1000000,TRUE,0,Teen,Action,nan,2016-07-31 00:00:00,1.0.11,4.0.3
3370,Z War-Zombie Modern Combat,FAMILY,4,62301,72000000,5000000,TRUE,0,Teen,Strategy,nan,2018-01-08 00:00:00,1.60,4.1
3371,Z App,LIFESTYLE,2,405,25000000,50000,TRUE,0,Everyone,Lifestyle,nan,2018-06-22 00:00:00,4.2.45,4.4
3372,GALAK-Z: Variant Mobile,GAME,3,145,79000000,10000,TRUE,0,Everyone,Action,nan,2018-07-30 00:00:00,1.7.6,4.4
3373,Z City,FAMILY,4,3976,98000000,100000,TRUE,0,Teen,Strategy,nan,2018-01-29 00:00:00,1.1.6,4.0
3374,Space Z 🌏 🚀Icon Pack Theme,PERSONALIZATION,4,201,68000000,1000,FALSE,1.49,Everyone,Personalization,nan,2018-04-08 00:00:00,1.2.7,4.0.3
3375,Reload: The Z-Team,GAME,4,1655,91000000,100000,TRUE,0,Everyone 10+,Action,nan,2018-02-28 00:00:00,1.6.2,4.4
3376,Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4,11258,44000000,500000,TRUE,0,Mature 17+,Action,nan,2016-08-12 00:00:00,1.25,4.2
3377,Pixel Z Gunner 3D - Battle Survival Fps,GAME,4,11408,96000000,1000000,TRUE,0,Teen,Action,nan,2018-06-07 00:00:00,4.1,4.0
3378,Saiyan Z: Super SSJ Ultimate Combat,GAME,4,306,61000000,10000,TRUE,0,Everyone,Adventure,nan,2018-04-18 00:00:00,2.0.2,4.0
3379,Z-Empire: Dead Strike,FAMILY,4,99,19000000,10000,TRUE,0,Teen,Strategy,nan,2018-08-06 00:00:00,1.8.7,4.0.3
3380,Free Z Glass GO Keyboard Theme,PERSONALIZATION,4,71829,8800000,5000000,TRUE,0,Everyone,Personalization,nan,2017-06-30 00:00:00,4.16,4.0
3381,Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4,13604,96000000,1000000,FALSE,0.99,Teen,Action,nan,2018-06-26 00:00:00,2.4.4,2.3
3382,Z Camera,PHOTOGRAPHY,3,142,7700000,10000,TRUE,0,Everyone,Photography,nan,2016-08-04 00:00:00,1.8,4.0
3383,GO SMS Pro Z Glass Theme EX,PERSONALIZATION,3,24198,2200000,1000000,TRUE,0,Everyone,Personalization,nan,2014-10-07 00:00:00,1.0,1.6
3384,Route Z,GAME,3,24697,16000000,500000,TRUE,0,Teen,Action,nan,2015-10-07 00:00:00,1.5,4.0
3385,Dragon X Adventure: Warrior Z,GAME,4,8537,29000000,100000,TRUE,0,Everyone 10+,Action,nan,2015-03-11 00:00:00,1.1.4,2.3
3386,Ultimate Fighter Z,GAME,4,180,24000000,5000,TRUE,0,Everyone,Action,nan,2018-07-16 00:00:00,2.0,4.4
3387,Theme eXp - Black Z Light,PERSONALIZATION,4,29540,4300000,1000000,TRUE,0,Everyone,Personalization,nan,2016-06-15 00:00:00,2.0,5.0
3388,Toy Battle Z,FAMILY,4,133,48000000,10000,TRUE,0,Everyone,Casual,nan,2018-07-23 00:00:00,1.0.4,4.0
3389,Wave Z Live Wallpaper,PERSONALIZATION,4,63699,2300000,5000000,TRUE,0,Teen,Personalization,nan,2015-09-21 00:00:00,1.1.6,2.3
3390,Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4,272172,13000000,10000000,TRUE,0,Everyone,Health & Fitness,nan,2018-06-21 00:00:00,1.0.2,4.2
3391,30 Day Ab Challenge,HEALTH_AND_FITNESS,4,1886,7600000,500000,TRUE,0,Everyone,Health & Fitness,nan,2016-06-21 00:00:00,3.2.1,4.0
3392,Angry Birds Blast,FAMILY,4,253115,99000000,10000000,TRUE,0,Everyone,Puzzle,nan,2018-07-27 00:00:00,1.6.4,4.4
3393,ab,FAMILY,3,10,22000000,1000,TRUE,0,Everyone,Casual,nan,2016-10-27 00:00:00,1.0,4.0
3394,Ultimate Ab & Core Workouts,HEALTH_AND_FITNESS,4,55571,12000000,1000000,TRUE,0,Everyone,Health & Fitness,nan,2018-02-21 00:00:00,1.23,4.0
3395,Angry Birds Evolution,FAMILY,4,384602,88000000,10000000,TRUE,0,Everyone,Role Playing,nan,2018-07-30 00:00:00,1.21.1,5.0
3396,Angry Birds Match,FAMILY,4,227401,91000000,5000000,TRUE,0,Everyone,Puzzle,nan,2018-07-19 00:00:00,1.5.0,5.0
3397,Angry Birds POP Bubble Shooter,FAMILY,4,596628,99000000,10000000,TRUE,0,Everyone,Casual,nan,2018-02-08 00:00:00,3.39.0,4.1
3398,Abs Workout - Burn Belly Fat with No Equipment,HEALTH_AND_FITNESS,4,69279,10000000,10000000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-23 00:00:00,1.1.8,4.2
3399,Angry Birds 2,FAMILY,4,3881752,57000000,100000000,TRUE,0,Everyone,Casual,nan,2018-07-26 00:00:00,2.21.1,4.1
3400,AB Repeat Player,VIDEO_PLAYERS,4,1628,18000000,100000,TRUE,0,Everyone,Video Players & Editors,nan,2018-06-03 00:00:00,4.1.1,4.4
3401,"Abs, Core & Back Workout Challenge",HEALTH_AND_FITNESS,4,3908,33000000,100000,TRUE,0,Everyone,Health & Fitness,nan,2018-09-07 00:00:00,1.5.8,4.1
3402,AB Mobile App,HEALTH_AND_FITNESS,3,2105,8199999,100000,TRUE,0,Everyone,Health & Fitness,nan,2017-08-21 00:00:00,2.1.0,4.0.3
3403,Angry Birds Rio,GAME,4,2610328,46000000,100000000,TRUE,0,Everyone,Arcade,nan,2018-03-07 00:00:00,2.6.9,4.1
3404,Angry Birds Epic RPG,FAMILY,4,2634605,63000000,10000000,TRUE,0,Everyone,Role Playing,nan,2018-07-18 00:00:00,3.0.27430.4799,4.4
3405,A-B repeater,VIDEO_PLAYERS,4,32,239000,5000,TRUE,0,Everyone,Video Players & Editors,nan,2018-05-18 00:00:00,1.8,3.0
3406,Angry Birds Friends,GAME,4,829753,48000000,50000000,TRUE,0,Everyone,Arcade,nan,2018-06-19 00:00:00,4.9.0,4.1
3407,AB Blast Match 3,FAMILY,4,111,48000000,10000,TRUE,0,Everyone,Puzzle,nan,2018-06-19 00:00:00,1.13,4.1
